PERIHELION DATE ,COMET DESIGNATION ,COMET DISCOVERER ,TELESCOPE ,PERIHELION DISTANCE
2008-05-23.84,C/2008 K4 SOHO-1476,R.Matson,C2 C3 COR2A COR2B,0.0046
2008-05-24.10,C/2008 K5 SOHO-1477,M.Kusiak,C2,0.0070
2008-05-26.21,C/2008 K6 SOHO-1478,H.Su,C2 C3,0.0080
2008-05-28.65,C/2008 K8,SOHO-1480,J.Ruan,C2,0.0080
2008-05-29.12,C/2008 K09 SOHO-1481,G.Pappa,C2,0.0046
2008-05-31.64,C/2008 K11 SOHO-1482,G.Sun,C2,0.0083
2008-06-02.92,C/2008 L04 SOHO-1484,M.Kusiak,C2,0.0073
2008-06-07.68,C/2008 L05 SOHO-1485,H.Su,C2,0.0047
2008-06-10.62,C/2008 L08 SOHO-1486,M.Mazzucato,C2,0.0063
2008-06-11.68,C/2008 L09 SOHO-1489,B.Zhou&M.Uchina,C2 C3,0.0051
2008-06-12.71,C/2008 L10 SOHO-1490,M.Uchina,C2 C3,0.0052
2008-06-13.82,C/2008 L12 SOHO-1492,M.Kusiak,C2,0.0050
2008-06-13.90,C/2008 L13 SOHO-1493,M.Kusiak,C2,0.0047
2008-06-16.82,C/2008 L14 SOHO-1494,T.Hoffman,C2 C3,0.0052
2008-06-22.09,C/2008 M01 SOHO-1496,M.Kusiak,C2,0.0048
2008-06-22.93,C/2008 M02 SOHO-1497,M.Kusiak,C2,0.0053
2008-06-24.24,C/2008 M03 SOHO-1498,H.Su,C2,0.0049
2008-06-25.69,C/2008 M04 SOHO-1499,M.Kusiak,C2,0.0060
2008-06-26.40,C/2008 M05 SOHO-1500,R.Matson,C2,0.0042
2008-06-28.22,C/2008 M06 SOHO-1501,T.Hoffman,C2,0.0049
2008-06-29.18,C/2008 M07 SOHO-1502,T.Hoffman&H.Su,C2,0.0065
2008-07-04.529,C/2008 N02 SOHO-1503,B.Zhou,C2 C3 COR2-A COR2-B,0.00473
2008-07-04.24,C/2008 N03 SOHO-1504,R.Kracht,C2,0.0049
2008-07-05.08,C/2008 N05 SOHO-1506,A.Kubczak,C2 C3,0.0059
2008-07-06.24,C/2008 N06 SOHO-1507,H.Su,C2 C3,0.0076
2008-07-06.40,C/2008 N07 SOHO-1508,T.Hoffman,C2,0.0076
2008-07-09.22,C/2008 N08 SOHO-1509,B.Zhou,C2 C3,0.0052
2008-07-08.99,C/2008 N09 SOHO-1510,B.Zhou,C2 C3,0.0049
2008-07-13.20,C/2008 N11 SOHO-1512,H.Su,C3,0.0076
2008-07-18.34,C/2008 O05 SOHO-1513,B.Zhou,C2 C3,0.0051
2008-08-01.67,C/2008 O01 SOHO-1517,H.Su,C3,0.0047 (0.0048)
2008-08-02.49,C/2008 P02 SOHO-1518,H.Su,C3,0.0048
2008-08-07.37,C/2008 P03 SOHO-1519,M.Kusiak,C2 C3,0.0050
2008-08-08.86,C/2008 P04 SOHO-1520,M.Kusiak,C3,0.0073
2008-08-10.66,C/2008 P05 SOHO-1521,T.Hoffman,C2 C3,0.0079
2008-08-15.11,C/2008 P06 SOHO-1522,Z.Xu,C3,0.0049
2008-08-27.38,C/2008 Q05 SOHO-1523,J.Ruan,C3,0.0051
2008-09-05.94,C/2008 R09 SOHO-1525,J.Ruan,C3,0.0051
2008-09-08.92,C/2008 R11 SOHO-1528,B.Zhou,C3,0.0052
2008-09-09.27,C/2008 R10 SOHO-1527,R.Kracht,C2 C3,0.0049
2008-09-13.13,C/2008 R12 SOHO-1529,B.Zhou,C2 C3,0.0055
2008-09-15.12,C/2008 R13 SOHO-1530,H.Su,C2 C3,0.0052
2008-09-18.32,C/2008 S04 SOHO-1531,R.Matson,C3,0.0052
2008-09-20.44,C/2008 S05 SOHO-1533,R.Matson,C3,0.0051
2008-09-28.89,C/2008 S06 SOHO-1534,M.Kusiak,C2 C3,0.0051
2008-09-29.94,C/2008 S07 SOHO-1535,J.Ruan,C2 C3,0.0060
2008-09-30.96,C/2008 S08 SOHO-1536,M.Kusiak,C2 C3,0.0049
2008-10-05.88,C/2008 T09 SOHO-1540,M.Kusiak,C2 C3,0.0049
2008-10-06.18,C/2008 T08 SOHO-1539,J.Ruan,C2 C3,0.0065
2008-10-12.43,C/2008 T10 SOHO-1541,T.Hoffman,C2 C3,0.0079
2008-10-14.32,C/2008 T11 SOHO-1542,H.Su,C2 C3,0.0048
2008-10-14.72,C/2008 T12 SOHO-1543,R.Kracht,C2,0.0078
2008-10-16.85,C/2008 U02 SOHO-1544,E.Banach,C2,0.0051
2008-10-17.10,C/2008 U03 SOHO-1545,R.Matson,C2,0.0050
2008-10-17.87,C/2008 U04 SOHO-1546,R.Matson,C2 C3,0.0057
2008-10-18.51,C/2008 U05 SOHO-1547,R.Matson,C2,0.0051
2008-10-21.12,C/2008 U08 SOHO-1550,T.Hoffman,C2,0.0050
2008-10-21.25,C/2008 U07 SOHO-1549,R.Kracht,C2 C3,0.0066
2008-10-21.98,C/2008 U09 SOHO-1551,H.Su,C2,0.0050
2008-10-24.91,C/2008 U10 SOHO-1552,X.Zu,C2,0.0051
2008-10-25.40,C/2008 U11 SOHO-1553,H.Su,C2 C3,0.0056
2008-10-26.72,C/2008 U12 SOHO-1556,B.Zhou,C2,0.0050
2008-10-27.70,C/2008 U13 SOHO-1554,R.Matson,C2 C3,0.0051
2008-10-27.83,C/2008 U14 SOHO-1555,R.Kracht,C2,0.0051
2008-10-28.75,C/2008 U15 SOHO-1557,J.Ruan,C2,0.0051
2008-10-31.44,C/2008 U16 SOHO-1558,R.Matson,C2,0.0051
2008-11-03.47,C/2008 V01 SOHO-1559,R.Matson,C2 C3,0.0076
2008-11-06.78,C/2008 V03 SOHO-1561,R.Matson,C2,0.0050
2008-11-07.43,C/2008 V04 SOHO-1562,R.Matson,C2,0.0051
2008-11-12.17,C/2008 V06 SOHO-1564,J.Ruan,C2,0.0050
2008-11-16.74,C/2008 W02 SOHO-1565,J.Ruan,C2,0.0067
2008-11-23.90,C/2008 W04 SOHO-1569,H.Su,C2,0.0052
2008-11-24.29,C/2008 W03 SOHO-1566,A.Kubczak,C2 C3,0.0049
2008-11-24.80,C/2008 W05 SOHO-1567,J.Ruan,C2 C3,0.0048
2008-11-24.86,C/2008 W06 SOHO-1568,Z.Jin,C2,0.0050
2008-11-25.54,C/2008 W07 SOHO-1570,J.Ruan,C2 C3,0.0057
2008-11-26.93,C/2008 W08 SOHO-1571,E.Banach,C2,0.0051
2008-11-28.02,C/2008 W09 SOHO-1572,R.Kracht,C2,0.0052
2008-11-28.54,C/2008 W10 SOHO-1573,J.Ruan,C2,0.0051
2008-11-30.32,C/2008 W11 SOHO-1574,E.Banach,C2,0.0050
2008-11-30.52,C/2008 W12 SOHO-1575,R.Matson,C2,0.0051
2008-12-01.72,C/2008 X07 SOHO-1576,M.Uchina,C2,0.0053
2008-12-03.09,C/2008 X08 SOHO-1577,M.Mazzucato,C2,0.0060
2008-12-04.02,C/2008 X09 SOHO-1578,E.Banach,C2,0.0054
2008-12-04.33,C/2008 X10 SOHO-1579,R.Kracht,C2,0.0051
2008-12-06.13,C/2008 X11 SOHO-1580,S.Yuan,C2 C3,0.0074
2008-12-09.97,C/2008 X12 SOHO-1583,M.Uchina,C2 C3,0.0053
2008-12-11.16,C/2008 X13 SOHO-1584,R.Kracht,C2,0.0050
2008-12-14.08,C/2008 X14 SOHO-1585,Z.Xu,C2,0.0056
2008-12-20.11,C/2008 Y04 SOHO-1587,B.Zhou,C2,0.0054
2008-12-20.30,C/2008 Y05 SOHO-1586,Z.Jin,C2,0.0054
2008-12-21.96,C/2008 Y09 SOHO-1591,M.Kusiak,C2 C3,0.0058
2008-12-22.17,C/2008 Y06 SOHO-1588,M.Uchina,C2 C3,0.0051
2008-12-22.17,C/2008 Y08 SOHO-1590,M.Kusiak,C2,0.0055
2008-12-22.22,C/2008 Y07 SOHO-1589,M.Uchina,C2 C3,0.0052
2008-12-23.07,C/2008 Y10 SOHO-1592,J.Ruan,C2 C3,0.0053
2008-12-26.15,C/2008 Y18 SOHO-1606,M.Kusiak,C2,0.0052
2008-12-28.51,C/2008 Y13 SOHO-1595,A.Kubczak,C2 C3,0.0047
2008-12-30.44,C/2008 Y15 SOHO-1597,B.Zhou,C2 C3,0.0064
