PERIHELION DATE ,COMET DESIGNATION ,COMET DISCOVERER ,TELESCOPE ,PERIHELION DISTANCE
2014 ,C/2014 SOHO-2847 ,W.Boonplod ,C2 ,
2014 ,C/2014 SOHO-2848 ,M.Uchina ,C3 C2 ,
2014 ,C/2014 SOHO-2849 ,S.Liwo ,C2 ,
2014 ,C/2014 SOHO-2850 ,S.Liwo ,C2 ,
2014 ,C/2014 SOHO-2852 ,W.Boonplod ,C2 ,
2014 ,C/2014 SOHO-2853 ,M.Uchina ,C2 ,
2014 ,C/2014 SOHO-2854 ,H.Tan ,C2 ,
2014 ,C/2014 SOHO-2855 ,Z.Xu ,C2 ,
2014 ,C/2014 SOHO-2856 ,S.Liwo ,C3 C2 ,
2014 ,C/2014 SOHO-2857 ,W.Boonplod ,C3 C2 ,
2014 ,C/2014 SOHO-2858 ,W.Boonplod ,C2 ,
2014 ,C/2014 SOHO-2859 ,Z.Xu ,C2 ,
2014 ,C/2014 SOHO-3012 ,S.Liwo ,C3 ,
