PERIHELION DATE ,COMET DESIGNATION ,COMET DISCOVERER ,TELESCOPE ,PERIHELION DISTANCE
2009-04-24.62,C/2009 H07 SOHO-1636,R.Kracht,C2,0.0050
2009-04-25.35,C/2009 H08 SOHO-1637,R.Matson,C3,0.0048
2009-05-03.42,C/2009 J01 SOHO-1639,M.Uchina,C2,0.0051
2009-05-03.86,C/2009 J02 SOHO-1640,M.Kusiak,C2,0.0051
2009-05-04.68,C/2009 J03 SOHO-1641,T.Hoffman,C3,0.0081
2009-05-05.36,C/2009 J04 SOHO-1642,M.Uchina,C2,0.0066
2009-05-06.62,C/2009 J05 SOHO-1643,B.Zhou,C2,0.0051
2009-05-07.00,C/2009 J06 SOHO-1645,R.Kracht,C2 C3,0.0078
2009-05-07.15,C/2009 J07 SOHO-1644,M.Kaluzny,C2,0.0051
2009-05-09.03,C/2009 J08 SOHO-1646,M.Kusiak,C2,0.0051
2009-05-09.99,C/2009 J09 SOHO-1647,M.Kusiak,C2,0.0049
2009-05-11.75,C/2009 J10 SOHO-1649,R.Kracht,C2,0.0054
2009-05-13.78,C/2009 J11 SOHO-1648,B.Zhou,C2 C3,0.0061
2009-05-17.69,C/2009 K06 SOHO-1651,B.Zhou,C2,0.0069
2009-05-20.94,C/2009 K07 SOHO-1652,B.Zhou,C2 C3,0.0079
2009-05-24.70,C/2009 K08 SOHO-1653,M.Kusiak,C2,0.0050
2009-05-27.82,C/2009 K09 SOHO-1654,M.Uchina,C2 C3,0.0051
2009-05-28.36,C/2009 K10 SOHO-1655,M.Uchina,C2,0.0050
2009-05-29.97,C/2009 K11 SOHO-1656,M.Uchina,C2 C3,0.0071
2009-05-30.82,C/2009 K12 SOHO-1657,M.Kusiak,C2,0.0051
2009-05-31.61,C/2009 K13 SOHO-1658,B.Zhou,C2,0.0050
2009-06-01.17,C/2009 K14 SOHO-1659,B.Zhou,C2,0.0087
2009-06-01.91,C/2009 L07 SOHO-1670,B.Zhou,C2,0.0066
2009-06-04.23,C/2009 L03 SOHO-1660,R.Kracht,C2,0.0047
2009-06-05.216,C/2009 L04 SOHO-1661,B.Zhou,C2 C3,0.00551
2009-06-05.32,C/2009 L05 SOHO-1662,R.Kracht,C2,0.0047
2009-06-07.00,C/2009 L06 SOHO-1663,B.Zhou,C2 C3,0.0055
2009-06-07.72,C/2009 L10 SOHO-1666,B.Zhou,C2,0.0055
2009-06-07.78,C/2009 L09 SOHO-1665,G.Sun,C2,0.0075
2009-06-08.15,C/2009 L11 SOHO-1667,M.Kusiak,C2,0.0050
2009-06-09.29,C/2009 L12 SOHO-1671,M.Uchina,C2,0.0079
2009-06-10.59,C/2009 L14 SOHO-1669,B.Zhou,C2,0.0049
2009-06-11.39,C/2009 L15 SOHO-1672,R.Matson,C2,0.0053
2009-06-14.90,C/2009 L16 SOHO-1673,M.Kusiak,C2,0.0054
2009-06-15.86,C/2009 L17 SOHO-1674,M.Uchina,C2 C3,0.0083
2009-06-22.31,C/2009 M01 SOHO-1675,B.Zhou,C2,0.0050
2009-06-23.04,C/2009 M02 SOHO-1676,M.Kusiak,C2 C3,0.0049
2009-06-23.39,C/2009 M03 SOHO-1677,B.Zhou,C2 C3,0.0051
2009-06-25.19,C/2009 M04 SOHO-1678,R.Kracht,C2 C3,0.0052
2009-06-25.45,C/2009 M05 SOHO-1679,B.Zhou,C2,0.0053
2009-06-26.02,C/2009 M06 SOHO-1680,M.Uchina,C2,0.0053
2009-06-27.29,C/2009 M07 SOHO-1681,B.Zhou,C2,0.0052
2009-07-04.80,C/2009 N02 SOHO-1684,M.Kusiak,C2 C3,0.0066
2009-07-29.98,C/2009 O05 SOHO-1686,B.Zhou,C3,0.0054
2009-08-02.46,C/2009 P03 SOHO-1687,M.Kusiak,C3,0.0054
2009-08-10.62,C/2009 P04 SOHO-1688,B.Zhou,C3,0.0049
2009-,C/2009 SOHO-1689,B.Zhou,C3,
2009-08-21.63,C/2009 Q06 SOHO-1690,Z.Xu,C3,0.0054
2009-08-23.32,C/2009 Q07 SOHO-1691,Z.Xu&M.Kusiak,C3,0.0051
2009-08-31.80,C/2009 Q08 SOHO-1692,M.Uchina,C3,0.0051
2009-09-08.12,C/2009 R03 SOHO-1693,B.Zhou,C2 C3,0.0049
2009-09-11.06,C/2009 R04 SOHO-1694,J.Ruan,C2 C3,0.0048
2009-09-13.79,C/2009 R05 SOHO-1695,J.Ruan,C2 C3,0.0050
2009-09-18.51,C/2009 S05 SOHO-1696,B.Zhou,C2 C3,0.0048
2009-09-24.75,C/2009 S06 SOHO-1697,M.Kusiak,C2 C3,0.0051
2009-09-26.36,C/2009 S07 SOHO-1698,R.Matson,C2 C3,0.0058
2009-09-27.59,C/2009 S08 SOHO-1699,M.Kusiak,C2 C3,0.0049
2009-09-28.68,C/2009 S10 SOHO-1701,M.Uchina,C2 C3,0.0051
2009-09-30.82,C/2009 S11 SOHO-1702,Z.Xu,C2 C3,0.0054
2009-,C/2009 SOHO-1703,J.Ruan,C2,
2009-,C/2009 SOHO-1704,J.Ruan,C2,
2009-10-06.60,C/2009 T05 SOHO-1705,Z.Xu,C2 C3,0.0094
2009-10-08.08,C/2009 T06 SOHO-1706,M.Kusiak,C2,0.0050
2009-10-08.11,C/2009 T07 SOHO-1707,M.Kusiak,C2,0.0050
2009-10-12.12,C/2009 T08 SOHO-1708,B.Zhou,C2 C3,0.0067
2009-10-13.22,C/2009 T09 SOHO-1709,B.Zhou,C2,0.0052
2009-10-14.58,C/2009 T11 SOHO-1710,B.Zhou,C2 C3,0.0051
2009-10-15.94,C/2009 T13 SOHO-1713,Z.Xu,C2 C3,0.0049
2009-10-18.57,C/2009 U08 SOHO-1715,Z.Xu,C2,0.0048
2009-10-22.41,C/2009 U09 SOHO-1716,B.Zhou,C2 C3,0.0025
2009-10-23.18,C/2009 U11 SOHO-1718,B.Zhou,C2 C3,0.0051
2009-10-26.86,C/2009 U12 SOHO-1719,M.Kusiak,C2 C3,0.0051
2009-10-29.69,C/2009 U13 SOHO-1720,B.Zhou,C2 C3,0.0082
2009-10-31.42,C/2009 U14 SOHO-1721,B.Zhou,C2 C3,0.0056
2009-11-03.44,C/2009 V03 SOHO-1722,J.Ruan,C3,0.0068
2009-11-03.62,C/2009 V04 SOHO-1723,J.Ruan,C2,0.0071
2009-11-07.30,C/2009 V05 SOHO-1731,T.Scarmato,C2 C3,0.0053
2009-11-14.30,C/2009 V06 SOHO-1732,Z.Xu,C2 C3,0.0065
2009-11-16.72,C/2009 V07 SOHO-1733,A.Kubczak,C2 C3,0.0054
2009-11-17.45,C/2009 W03 SOHO-1734,J.Ruan,B.Zhou,C2 C3,0.0075
2009-11-18.27,C/2009 W04 SOHO-1735,J.Ruan,C2 C3,0.0061
2009-11-17.71,C/2009 W05 SOHO-1736,J.Ruan,C2 C3,0.0048
2009-11-19.46,C/2009 W06 SOHO-1737,J.Ruan,C2,0.0050
2009-11-23.38,C/2009 W07 SOHO-1738,M.Kusiak,C2 C3,0.0049
2009-11-25.57,C/2009 W09 SOHO-1740,M.Kusiak,C2,0.0050
2009-11-26.14,C/2009 W10 SOHO-1741,M.Kusiak,C2,0.0066
2009-11-27.99,C/2009 W11 SOHO-1742,M.Kusiak,C2,0.0049
2009-11-28.50,C/2009 W12 SOHO-1743,Z.Xu,C2,0.0051
2009-11-28.95,C/2009 W14 SOHO-1744,J.Ruan,C2,0.0081
2009-11-28.72,C/2009 W13 SOHO-1745,J.Ruan,C2,0.0080
2009-11-29.76,C/2009 W15 SOHO-1746,M.Ulchina,C2,0.0049
2009-11-30.24,C/2009 W16 SOHO-1747,B.Zhou,C2,0.0048
2009-11-05.594,C/2009 V1 SOHO-1748,M.Uchina,C3,0.00518
2009-12-02.42,C/2009 X02 SOHO-1749,B.Zhou,C2 C3,0.0051
2009-12-02.47,C/2009 X03 SOHO-1750,T.Scarmato,C2 C3,0.0049
2009-12-02.83,C/2009 X04 SOHO-1751,J.Ruan,C2,0.0051
2009-12-04.43,C/2009 X05 SOHO-1752,M.Uchina,C2,0.0082
2009-12-05.00,C/2009 X06 SOHO-1753,J.Ruan,C2 C3,0.0086
2009-12-05.07,C/2009 X07 SOHO-1754,R.Kracht,C2,0.0051
2009-12-06.56,C/2009 X08 SOHO-1755,B.Zhou,C2,0.0057
2009-12-08.17,C/2009 X09 SOHO-1756,A.Kubczak,C2 C3,0.0054
2009-12-07.47,C/2009 X10 SOHO-1757,B.Zhou,C2,0.0056
2009-12-07.81,C/2009 X11 SOHO-1758,J.Ruan,C2,0.0047
2009-12-09.23,C/2009 X12 SOHO-1759,M.Uchina,C2 C3,0.0052
2009-12-10.65,C/2009 X13 SOHO-1760,M.Uchina,C2 C3,0.0055
2009-12-11.45,C/2009 X14 SOHO-1761,J.Ruan,C2,0.0048
2009-12-14.07,C/2009 X15 SOHO-1762,M.Kusiak,C2,0.0051
2009-12-14.62,C/2009 X16 SOHO-1763,M.Uchina,C2 C3,0.0051
2009-12-16.02,C/2009 X17 SOHO-1764,B.Zhou,C2 C3,0.0047
2009-12-17.50,C/2009 Y06 SOHO-1765,J.Ruan&B.Zhou,C2,0.0049
2009-12-18.00,C/2009 Y07 SOHO-1766,Z.Xu,C2,0.0053
2009-12-17.08,C/2009 Y05 SOHO-1767,H.Tan,C2,0.0069
2009-12-23.18,C/2009 Y09 SOHO-1769,B.Zhou,C2,0.0084
2009-,C/2009 SOHO-1771,M.Uchina,C2 C3,  
2009-,C/2009 SOHO-1772,B.Zhou,C2 C3,  
2009-,C/2009 SOHO-1773,B.Zhou,C2 C3,  
2009-,C/2009 SOHO-1774,B.Zhou,C2 C3,  
2009-,C/2009 SOHO-1780,M.Uchina,C3,
