PERIHELION DATE ,COMET DESIGNATION ,COMET DISCOVERER ,TELESCOPE ,PERIHELION DISTANCE
2005-06-21.21,C/2005 M4 SOHO-984,J.Zhang,C2,0.0048
2005-06-21.41,C/2005 M5 SOHO-983,T.Hoffman,C2,0.0048
2005-06-25.18,C/2005 M6 SOHO-985,S.Hoenig,C2,0.0049
2005-06-26.39,C/2005 M7 SOHO-986,X.Leprette,C2 C3,0.0048
2005-06-28.17,C/2005 M8 SOHO-987,R.Matson,C2,0.0065
2005-06-28.49,C/2005 M9 SOHO-988,R.Matson,C2 C3,0.0048
2005-06-29.79,C/2005 M10 SOHO-989,K.Cernis,C2,0.0051
2005-07-06.68,C/2005 N6 SOHO-990,T.Chen,C2,0.0051
2005-07-13.07,C/2005 N7 SOHO-991,R.Matson,C2 C3,0.0048
2005-07-13.33,C/2005 N8 SOHO-992,B.Zhou,C3,0.0049
2005-07-14.44,C/2005 N9 SOHO-993,R.Matson,C2 C3,0.0049
2005-07-14.08,C/2005 N10 SOHO-994,B.Zhou,C3,0.0058
2005-07-23.59,C/2005 03 SOHO-995,R.Matson,C2 C3,0.0050
2005-07-25.01,C/2005 O4 SOHO-996,T.Hoffman,C3,0.0051
2005-07-27.31,C/2005 O6 SOHO-997,T.Hoffman,C2 C3,0.0048
2005-08-06.53,C/2005 P1 SOHO-999,T.Scarmato,C2 C3,0.0049
2005-08-06.11,C/2005 P2 SOHO-1000,T.Scarmato,C3,0.0048
2005-08-12.05,C/2005 P4 SOHO-1001,T.Hoffman,C3,0.0048
2005-08-13.38,C/2005 P5 SOHO-1002,H.Su,C3,0.0049
2005-08-14.73,C/2005 P6 SOHO-1003,H.Su,C3,0.0050
2005-08-18.68,C/2005 Q5 SOHO-1004,S.Farmer Jr,C3,0.0048
2005-08-25.63,C/2005 Q7 SOHO-1007,S.Farmer Jr,C3,0.0048
2005-08-30.82,C/2005 Q9 SOHO-1009,S.Farmer Jr,C3,0.0051
2005-08-31.22,C/2005 Q10 SOHO-1010,B.Zhou,C3,0.0048
2005-09-06.48,C/2005 R5 SOHO-1013,H.Su,C3,0.0051
2005-09-06.93,C/2005 R6 SOHO-1014,H.Su,C3,0.0053
2005-09-16.57,C/2005 R7 SOHO-1015,H.Su,C2 C3,0.0049
2005-09-19.43,C/2005 S5 SOHO-1016,H.Su,C2 C3,0.0048
2005-09-21.28,C/2005 S6 SOHO-1017,H.Su,C2 C3,0.0048
2005-09-23.98,C/2005 S7 SOHO-1019,Q.Ye,C2 C3,0.0048
2005-09-24.43,C/2005 S8 SOHO-1018,H.Su,C2 C3,0.0049
2005-09-25.26,C/2005 S9 SOHO-1020,H.Su,C2 C3,0.0098
2005-09-25.56,C/2005 S10 SOHO-1022,T.Chen,C2 C3,0.0052
2005-09-25.97,C/2005 S11 SOHO-1021,H.Su,C2 C3,0.0089
2005-09-26.89,C/2005 S12 SOHO-1023,H.Su,C2 C3,0.0069
2005-09-29.29,C/2005 S1 SOHO-1024,H.Su,C2 C3,0.0048
2005-09-30.66,C/2005 S13 SOHO-1025,B.Zhou,C2 C3,0.0073
2005-10-02.55,C/2005 T6 SOHO-1026,H.Su,C2 C3,0.0061
2005-10-05.11,C/2005 T7 SOHO-1027,B.Zhou,C2 C3,0.0048
2005-10-07.22,C/2005 T8 SOHO-1028,H.Su,C2 C3,0.0052
2005-10-15.09,C/2005 T10 SOHO-1030,H.Su,C2,0.0051
2005-10-16.35,C/2005 T11 SOHO-1031,T.Hoffman,C2 C3,0.0072
2005-10-18.70,C/2005 U2 SOHO-1032,H.Su,C2 C3,0.0055
2005-10-19.46,C/2005 U3 SOHO-1033,H.Su,C2 C3,0.0052
2005-10-19.79,C/2005 U4 SOHO-1034,H.Su,C2,0.0051
2005-10-22.20,C/2005 U5 SOHO-1035,T.Scarmato,C3,0.0049
2005-10-24.13,C/2005 U6 SOHO-1036,B.Zhou,C2 C3,0.0056
2005-10-24.88,C/2005 U7 SOHO-1037,Q.Ye,C2,0.0051
2005-10-30.41,C/2005 U8 SOHO-1039,H.Su,C2,0.0053
2005-11-03.00,C/2005 V2 SOHO-1040,H.Su,C2,0.0051
2005-11-04.31,C/2005 V3 SOHO-1041,H.Su,C2,0.0049
2005-11-05.33,C/2005 V4 SOHO-1042,T.Scarmato,C2 C3,0.0049
2005-11-08.16,C/2005 V5 SOHO-1043,R.Matson,C2,0.0051
2005-11-09.56,C/2005 V6 SOHO-1044,H.Su,C2 C3,0.0052
2005-11-09.68,C/2005 V7 SOHO-1045,H.Su,C2,0.0050
2005-11-14.86,C/2005 V9 SOHO-1047,H.Su,C2 C3,0.0073
2005-11-19.10,C/2005 W6 SOHO-1049,T.Scarmato,C2 C3,0.0078
2005-11-20.21,C/2005 W10 SOHO-1053,T.Hoffman,C2,0.0050
2005-11-20.65,C/2005 W8 SOHO-1051,J.Ruan,C2 C3,0.0049
2005-11-20.66,C/2005 W7 SOHO-1050,M.-T. Hui,C2 C3,0.0052
2005-11-20.71,C/2005 W12 SOHO-1055,Q.Ye,C2,0.0051
2005-11-22.50,C/2005 W13 SOHO-1056,T.Scarmato,C2 C3,0.0049
2005-11-24.19,C/2005 W14 SOHO-1058,T.Scarmato,C2 C3,0.0049
2005-11-25.68,C/2005 W15 SOHO-1059,H.Su,C2 C3,0.0066
2005-11-29.17,C/2005 W16 SOHO-1060,R.Matson,C2 C3,0.0044
2005-11-30.12,C/2005 W17 SOHO-1061,H.Su,C2,0.0050
2005-12-03.86,C/2005 X2 SOHO-1063,H.Su,C2,0.0051
2005-12-05.00,C/2005 X3 SOHO-1064,H.Su,C2,0.0050
2005-12-06.98,C/2005 X4 SOHO-1065,K.Cernis,C2,0.0051
2005-12-08.73,C/2005 X6 SOHO-1067,J.Ruan,C2,0.0050
2005-12-09.42,C/2005 X5 SOHO-1066,J.Ruan,C2 C3,0.0044
2005-12-09.57,C/2005 X7 SOHO-1068,H.Su,C2,0.0072
2005-12-12.33,C/2005 X8 SOHO-1069,Q.Ye,C2,0.0049
2005-12-13.28,C/2005 X9 SOHO-1070,R.Matson,C2,0.0049
2005-12-20.74,C/2005 Y3 SOHO-1072,Q.Ye,C2 C3,0.0048
2005-12-21.33,C/2005 Y4 SOHO-1073,S.Hoenig,C2,0.0050
2005-12-22.72,C/2005 Y5 SOHO-1074,K.Battams,C2,0.0049
2005-12-22.78,C/2005 Y6 SOHO-1075,K.Battams,C2,0.0070
2005-12-25.41,C/2005 Y7 SOHO-1077,R.Kracht,C2 C3,0.0080
2005-12-27.75,C/2005 Y9 SOHO-1078,S.Farmer Jr.,C2 C3,0.0043
2005-12-27.58,C/2005 Y10 SOHO-1079,Q.Ye,C2,0.0051
