Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3311,Apr28 2017 17:58:34	, M.Uchina, C2, ?NonGrp?, Apr28 2017
3312,Apr29 2017 20:39:08	, Z.Xu, C2,Kreutz,Apr29-30 2017
3313,Apr30 2017 03:39:12	, S.Liwo, C2,Kreutz,Apr30 2017
3314,Apr30 2017 13:28:53	, W.Boonplod, C2,Kreutz,Apr30 2017
3315,May02 2017 03:58:23	, W.Boonplod, C2,Kreutz,May02 2017
3316,May02 2017 13:02:34,W.Boonplod,C3 C2,Kreutz,May02 2017
3317,May04 2017 17:23:10,W.Boonplod,C3 C2,Kreutz,May04-05 2017
3318,May08 2017 12:52:58,W.Boonplod, C2,Kreutz,May08 2017
3319,May09 2017 17:24:13,M.Uchina, C2,Kreutz,May09 2017
3320,May11 2017 06:42:23,W.Boonplod, C2,Kreutz,May11 2017
3321,May12 2017 18:57:00,M.Uchina, C2,Kreutz,May12 2017
3322,May13 2017 02:54:23,M.Uchina,C3 C2,Kreutz,May13 2017
3323,May13 2017 07:06:37,W.Boonplod, C2,Kreutz,May13 2017
3324,May15 2017 22:27:42	, W.Boonplod, C2,Kreutz,May16 2017
3325,May17 2017 20:33:13	, W.Boonplod,C3 C2,Kreutz,May17-19 2017
3326,May18 2017 11:44:46,W.Boonplod, C2,Meyer, May18 2017
3327,May20 2017 14:52:12,M.Kusiak, C2,Meyer, May20 2017
3328,May21 2017 01:35:18,M.Uchina, C2,Meyer, May21 2017
3329,May21 2017 13:56:29,M.Kusiak, C2,Kreutz,May21 2017
3330,May27 2017 13:46:38,M.Kusiak, C2,Kreutz,May27 2017
3331,May28 2017 05:14:53,M.Kusiak, C2,Kreutz,May28 2017
3332,May29 2017 17:28:28,M.Uchina, C2,Kreutz,May29 2017
3333,May31 2017 18:26:49,W.Boonplod, C2,Kreutz,May31 2017
3334,Jun02 2017 03:05:53,W.Boonplod, C2,Kreutz,Jun02 2017
3335,Jun02 2017 20:07:29,W.Boonplod, C2,Kreutz,Jun02-03 2017
3336,Jun03 2017 16:06:53,M.Kusiak, C2,Kreutz,Jun03 2017
3337,Jun05 2017 16:49:25,S.Shurpakov, C3 C2,Kreutz,Jun05-06 2017
3338,Jun05 2017 18:35:14,W.Boonplod,C3 C2,Kreutz,Jun05-06 2017
3339,Jun06 2017 01:32:55,W.Boonplod,C3 C2,Kreutz,Jun05-07 2017
3340,Jun06 2017 19:38:50,W.Boonplod, C2,Kreutz,Jun06,16
3341,Jun07 2017 07:18:36,T.Prestgard,C2,Kreutz,Jun06 2017
3342,Jun07 2017 18:40:17,W.Boonplod,C3 C2,Kreutz,Jun07-09 2017 
3343,Jun08 2017 05:35:11,T.Prestgard, C3 C2,Kreutz,Jun08 2017
XC88,Jun09 2017 21:18:55,W.Boonplod, C2,Kreutz,Jun10 2017 
3344,Jun10 2017 08:49:43,M.Kusiak, C2,Kreutz,Jun10 2017
3345,Jun10 2017 09:52:15,W.Boonplod,C3 C2,Kreutz,Jun10-11 2017
3346,Jun12 2017 18:46:29,W.Boonplod, C2,Kreutz,Jun12 2017
3347,Jun13 2017 02:06:04,W.Boonplod, C2,Kreutz,Jun13 2017
3348,Jun15 2017 17:38:07,W.Boonplod, C2,Kreutz,Jun15 2017
3349,Jun16 2017 17:30:26,W.Boonplod, C2,Kreutz,Jun16 2017
3350,Jun18 2017 04:45:27,W.Boonplod, C3,NonGrp,Jun18 2017
3351,Jun19 2017 17:50:42,W.Boonplod,C3 C2,Kreutz,Jun20 2017
3352,Jun20 2017 10:27:20,W.Boonplod,C3 C2,Kreutz,Jun20 2017
3353,Jun21 2017 01:28:52,W.Boonplod, C2,Kreutz,Jun21 2017
3354,Jun23 2017 08:43:27,W.Boonplod, C2,Kreutz,Jun23 2017
3355,Jun24 2017 01:44:49,W.Boonplod, C2,Kreutz,Jun24 2017
3356,Jun24 2017 10:53:02,W.Boonplod, C2,Kreutz,Jun24 2017
3357,Jun28 2017 09:15:03,M.Uchina,C3 C2,Kreutz,Jun28-29 2017
3358,Jun29 2017 18:22:41,M.Uchina, C2,Kreutz,Jun29 2017
3359,Jul01 2017 12:35:47	, W.Boonplod, C2,Meyer, Jul01 2017
3360,Jul02 2017 12:06:11	, W.Boonplod, C2,Kreutz,Jul02 2017
3361,Jul03 2017 01:23:20	, W.Boonplod,C3 C2,Kreutz,Jul03 2017
3362,Jul05 2017 03:16:43	, W.Boonplod,C3 C2,Kreutz,Jul05 2017
3363,Jul06 2017 00:39:25	, M.Uchina,C3 C2,Kreutz,Jul05-06 2017
3364,Jul08 2017 17:46:41,M.Uchina, C2,Kreutz,Jul08 2017
XC89,Jul09 2017 06:22:33	, W.Boonplod, C2,Kreutz,Jul09 2017
3365,Jul10 2017 00:56:25,W.Boonplod,C3 C2,Kreutz,Jul10 2017
3366,Jul10 2017 01:35:21	, W.Boonplod, C2,Kreutz,Jul10 2017
3367,Jul10 2017 01:32:22	, W.Boonplod, C2,Kreutz,Jul10 2017
3368,Jul15 2017 09:07:24,W.Boonplod, C2,Meyer, Jul15 2017
3369,Jul16 2017 01:27:04,S.Mulye, C3 C2,Kreutz,Jul16 2017
3370,Jul16 2017 20:15:22,W.Boonplod,C2 C3,Meyer, Jul16-17 2017
3371,Jul17 2017 17:48:38,W.Boonplod,C3 C2,Kreutz,Jul17-18 2017
3372,Jul18 2017 11:54:05,W.Boonplod, C2,Meyer, Jul18-19 2017
3373,Jul19 2017 03:45:38,W.Boonplod,C3 C2,Kreutz,Jul19 2017
3374,Jul19 2017 15:36:13,T.Prestgard,C3,Kreutz,Jul18 2017
3375,Jul21 2017 09:42:04	, W.Boonplod, C3,Kreutz,Jul21 2017
3376,Jul23 2017 04:14:02,W.Boonplod, C3,Kreutz,Jul23 2017
3377,Jul24 2017 01:11:38,W.Boonplod,C3 C2,Kreutz,Jul24-25 2017
3378,Jul25 2017 10:57:11	, Z.Xu, C3,Kreutz,Jul25 2017
3379,Jul30 2017 01:25:46,S.Mulye,C3,Kreutz,Jul30 2017
3380,Aug01 2017 08:07:21,M.Uchina, C2,Meyer, Aug01 2017
3381,Aug02 2017 13:37:39,W.Boonplod, C2,Meyer, Aug02 2017
3382,Aug03 2017 03:02:22,W.Boonplod,C3 C2,Kreutz,Aug03 2017
3383,Aug04 2017 20:16:20,W.Boonplod, C3,Kreutz,Aug04-05 2017
3384,Aug05 2017 12:55:58,W.Boonplod, C3,Kreutz,Aug05 2017
3385,Aug09 2017 02:37:31,W.Boonplod, C2,Meyer, Aug09 2017
3386,Aug09 2017 15:00:32,W.Boonplod, C3,Kreutz,Aug09 2017
3387,Aug10 2017 02:54:51,Z.Xu, C3,Kreutz,Aug10 2017
3388,Aug14 2017 10:55:53,W.Boonplod, C3,Kreutz,Aug14-15 2017
3389,Aug16 2017 03:32:14,Z.Xu, C3,Kreutz,Aug16 2017
3390,Aug19 2017 19:57:38,W.Boonplod,C3 C2,Kreutz,Aug19-21 2017
3391,Aug20 2017 04:35:04,W.Boonplod,C3 C2,Kreutz,Aug20-21 2017
3392,Aug20 2017 14:24:09,T.Prestgard,C3,Kreutz,Aug19-20 2017
3393,Aug23 2017 05:26:37,H.Tan,C3,Kreutz,Aug23 2017
3394,Aug24 2017 10:16:13,M.Uchina,C3 C2,Kreutz,Aug23-24 2017
3395,Aug24 2017 17:23:20,M.Uchina,C3 C2,NonGrp,Aug24 2017
3396,Aug26 2017 08:51:08,R.Kracht, C2,Meyer, Aug24 2017
3397,Aug26 2017 15:34:26,R.Kracht, C2,Marsden, Aug26-27 2017
3398,Aug31 2017 15:53:40,H.Tan, C3 C2,Kreutz,Aug31-Sep01 2017
3399,Sep02 2017 04:50:25,W.Boonplod, C2,Meyer, Sep02 2017
3400,Sep02 2017 06:13:00,W.Boonplod, C3,Kreutz,Sep02 2017
3401,Sep03 2017 20:39:12,W.Boonplod, C3,Kreutz,Sep03-04 2017
3402,Sep05 2017 15:50:52,H.Tan,C3,Kreutz,Sep05 2017
3403,Sep06 2017 03:33:00,T.Prestgard,C3,Kreutz,Sep05 2017
3404,Sep06 2017 08:51:45,Z.Xu, C3,Kreutz,Sep06 2017
3405,Sep09 2017 00:52:41,W.Boonplod, C3,Kreutz,Sep09 2017
3406,Sep11 2017 20:56:03,W.Boonplod, C3,Kreutz,Sep11-12 2017
3407,Sep15 2017 02:51:37,W.Boonplod, C3,Kreutz,Sep15 2017
3408,Sep18 2017 17:24:10,M.Uchina, C2,Kreutz,Sep18 2017
3409,Sep22 2017 18:10:34,M.Uchina,C3 C2,Kreutz,Sep22-23 2017
3410,Sep22 2017 18:13:47,W.Boonplod,C3 C2,Kreutz,Sep22-23 2017
3411,Sep25 2017 19:58:35,W.Boonplod,C3 C2,Kreutz,Sep25-26 2017
3412,Sep26 2017 00:34:43,W.Boonplod,C3 C2,Kreutz,Sep26-27 2017
3413,Sep28 2017 04:45:44,E.Isaev, C3 C2,Kreutz,Sep27-28 2017
3414,Sep05 2017 *email*, R.Kracht, C2,Meyer, Feb22 2017
3415,Oct03 2017 02:14:23,W.Boonplod,C3 C2,Kreutz,Oct03 2017
3416,Oct04 2017 19:11:55,S.Shurpakov, C3 C2,NonGrp,Oct04-05 2017
3417,Oct05 2017 20:23:01,H.Tan, C3 C2,Kreutz,Oct05-06 2017
3418,Oct06 2017 13:51:31,Z.Xu,C3 C2,Kreutz,Oct006-07 2017
3419,Oct08 2017 16:05:16,M.Uchina, C2,Kreutz,Oct08 2017
3420,Oct08 2017 16:49:15,W.Boonplod, C2,Kreutz,Oct08 2017
3421,Oct08 2017 17:10:48,W.Boonplod,C3 C2,Kreutz,Oct08-09 2017
3422,Oct09 2017 21:05:20,W.Boonplod, C2,Kreutz,Oct09 2017
3423,Oct09 2017 18:55:35,W.Boonplod,C3 C2,Kreutz,Oct09-10 2017
3424,Oct10 2017 13:36:12,H.Tan,C2,Kreutz,Oct10 2017
3425,Oct11 2017 12:22:48,S.Liwo, C2,Kreutz,Oct11 2017
3426,Oct13 2017 01:02:12,W.Boonplod,C3 C2,Kreutz,Oct13-14 2017
3427,Oct13 2017 01:03:12,H.Tan, C3 C2,Kreutz,Oct13 2017
3428,Oct15 2017 22:47:28,Z.Xu, C2,Kreutz,Oct15 2017
3429,Oct16 2017 21:18:40,W.Boonplod,C3 C2,Kreutz,Oct16-17 2017
3430,Oct19 2017 14:01:07,W.Boonplod,C3 C2,Kreutz,Oct19-20 2017
3431,Oct20 2017 13:12:56,W.Boonplod,C3 C2,Kreutz,Oct20 2017
3432,Oct21 2017 10:27:54,S.Liwo,C3 C2,Kreutz,Oct21 2017
3433,Oct21 2017 19:10:39,W.Boonplod,C3 C2,Kreutz,Oct21 2017
3434,Oct24 2017 03:44:02,W.Boonplod,C3 C2,Kreutz,Oct24 2017
3435,Various,T.Prestgard/W.Boonplod, C3,NonGrp,Oct27 2017
3436,Oct26 2017 02:13:41,Z.Xu, C2,Kreutz,Oct26 2017
3437,Oct26 2017 17:58:40,W.Boonplod, C2,Kreutz,Oct26 2017
3438,Oct28 2017 22:18:13,M.Uchina, C2,Kreutz,Oct29 2017
3439,Oct29 2017 17:45:46,M.Uchina, C2,Kreutz,Oct29 2017
3440,Oct31 2017 19:17:02,W.Boonplod,C3 C2,Kreutz,Oct31-Nov01 2017
3441,Nov02 2017 13:26:04,W.Boonplod, C2,Kreutz,Nov02 2017
3442,Nov03 2017 07:24:19,W.Boonplod,C3 C2,Kreutz,Nov03-04 2017
3443,Nov04 2017 08:13:49,M.Uchina, C2,Kreutz,Nov03-04 2017
3444,Nov04 2017 19:29:41,W.Boonplod, C2,Kreutz,Nov04-05 2017
3445,Nov05 2017 07:40:28,M.Uchina, C2,Kreutz,Nov05 2017
3446,Nov06 2017 02:40:35,W.Boonplod, C2,Kreutz,Nov06 2017
3447,Nov07 2017 17:05:52,W.Boonplod, C2,Kreutz,Nov07 2017
3448,Nov07 2017 17:05:52,W.Boonplod, C2,Kreutz,Nov08 2017
3449,Nov08 2017 13:27:51,H.Tan,C2,Kreutz,Nov08 2017
3450,Nov10 2017 02:19:05,W.Boonplod,C3 C2,Kreutz,Nov10 2017
3451,Nov10 2017 08:02:46,W.Boonplod, C3,Kreutz,Nov10 2017
3452,Nov12 2017 07:12:19,M.Uchina, C2,Kreutz,Nov12 2017
3453,Nov13 2017 13:31:46,S.Liwo, C2,Kreutz,Nov13 2017 
3454,Nov13 2017 13:56:35,H.Tan,C2,Kreutz,Nov13 2017
3455,Nov14 2017 18:38:00,W.Boonplod,C3 C2,Kreutz,Nov14-15 2017
3456,Nov15 2017 06:17:19,W.Boonplod,C3 C2,Kreutz,Nov15-16 2017
3457,Nov15 2017 13:08:35,S.Liwo, C2,Kreutz,Nov15 2017
3458,Nov16 2017 15:24:15,W.Boonplod,C3 C2,Kreutz,Nov16-17 2017
3459,Nov18 2017 14:09:37,W.Boonplod,C3 C2,Kreutz,Nov18-19 2017
3460,Nov19 2017 13:15:04,W.Boonplod, C2,Kreutz,Nov19 2017
3461,Nov21 2017 00:06:19,W.Boonplod,C3 C2,Kreutz,Nov21 2017
3462,Nov21 2017 17:08:21,W.Boonplod,C3 C2,Kreutz,Nov21-22 2017
3463,Nov24 2017 16:11:33,W.Boonplod,C3 C2,Kreutz,Nov24-25 2017
3464,Nov25 2017 04:31:43,W.Boonplod, C2,Kreutz,Nov25 2017
3465,Nov27 2017 18:51:13,W.Boonplod,H1 C3 C2, Kreutz,Nov27-28 2017
3466,Nov30 2017 11:15:49,S.Liwo, C2,Kreutz,Nov30 2017
3467,Oct06 2017 21:17:22,Z.Xu, C3, Kreutz,Oct06 2017
3468*, Oct28 2017 12:56pm, T.Prestgard,C3,Kreutz,Jul14 00
3469,Nov10 2017 03:59:49,W.Boonplod, C2,Kreutz,Nov09 2017
3470,Dec02 2017 02:23:35,W.Boonplod,H1 C3 C2, Kreutz,Dec02-03 2017
3471,Dec04 2017 17:54:22,W.Boonplod, C2,Kreutz,Dec04 2017
3472,Dec05 2017 03:59:57,W.Boonplod, C2,Kreutz,Dec05 2017
3473,Dec06 2017 07:58:37,Z.Xu, C2,Meyer, Dec06 2017
3474,Dec06 2017 09:35:57,M.Uchina, C2,Kreutz,Dec06 2017
3475,Dec09 2017 03:28:13,W.Boonplod,C3 C2,Kreutz,Dec09 2017
3476,Dec12 2017 01:29:16,W.Boonplod,H1 C3 C2, Kreutz,Dec11-12 2017
3477,Dec15 2017 07:54:04,W.Boonplod, C2,Kreutz,Dec15 2017
3478,Dec19 2017 15:50:25,S.Liwo,H1 C3 C2, Kreutz,Dec19-21 2017
3479,Dec20 2017 15:14:50,M.Uchina,H1 C3 C2, Kreutz,Dec20-21 2017
3480,Dec21 2017 06:56:24,W.Boonplod,H1 C3 C2, Kreutz,Dec20-21 2017
3481,Dec21 2017 09:18:32,W.Boonplod,H1 C2,Kreutz,Dec20-12 2017
3482,Dec22 2017 03:38:45,K.Kida,H1 C3 C2, Kreutz,Dec21-23 2017
3483,Dec22 2017 16:55:20,T.Prestgard, H1 C2,Kreutz,Dec20-21 2017
3484,Dec28 2017 03:07:48,Z.Xu,H1 C3 C2, Kreutz,Dec27-29 2017
